7x,7y,7z,6x,6y,6z,8x,8y,8z,5x,5y,5z
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,46.14535690219191,1e-05,1e-05,1e-05,1299.5020153351095,1e-05
-1953.3422409011791,1035.6205440531824,1351.56678305358,392.27554822565656,-1077.9358698129715,24.306826099203427,226.8245648177798,1362.9567864575083,-197.4742719534164,-981.2247036396942,-564.7562506431618,157.38690551871892
1e-05,-1308.258676341819,1e-05,1e-05,1e-05,1526.0840707427556,-1360.3539503760578,1e-05,900.0090934611031,1e-05,1e-05,-558.4685050064433
1e-05,1e-05,1146.429421797789,1e-05,1448.0338313598838,1e-05,575.1605558221482,1e-05,-813.4912248058104,1e-05,1435.7371618106822,1e-05
-995.406609791937,447.71118517256616,-1689.2845729596856,1884.7565840750856,1e-05,1e-05,-733.4938667861591,1e-05,72.61548560193631,1e-05,1684.0581617188045,167.25273241944282
-1539.9490680296876,-1886.7382224092144,-1835.5921037861856,1751.6885415774289,1941.83899566054,-566.0264050316287,-532.4739856661517,1e-05,1e-05,-726.0036984377383,1e-05,-554.8914796046871
1e-05,1e-05,1e-05,1e-05,1e-05,1120.0415191552172,1e-05,336.53351058118955,1108.8543906169673,1e-05,1e-05,1e-05
-1552.8016983585574,-1823.648445681985,-1625.106410698837,-1892.1395014244397,1e-05,-841.6972325028,-65.05378397910766,1070.4406333134905,908.6950488990268,-230.34228567667856,1e-05,177.96764846495617
660.1499616359723,421.5751532129364,615.0596318131974,1276.9625031178175,529.933135077846,-1147.0961723698465,1918.785795178664,-957.307854402918,-644.0355265458111,239.8905784769254,-1262.2353120371374,534.0882155455962
1e-05,1e-05,38.282831360632485,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
1880.8373077613312,-1649.065679043278,-1072.7460421901442,336.6629307629956,-656.4125124583775,1e-05,48.92539522732741,-289.01812734872226,-1500.052134169316,734.6017600817661,-580.3704628948387,-1899.5076009046531
1e-05,1e-05,1e-05,1e-05,1e-05,-463.0389455875079,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
-1850.9197496171344,1852.0521251677544,1e-05,1e-05,-1863.5945999486069,817.1392884971929,1e-05,1e-05,219.1452589436933,1e-05,1547.9799370724131,1e-05
1e-05,1e-05,1e-05,-640.4952838165889,54.2294977533091,1e-05,1e-05,1e-05,-1290.004455832836,1e-05,1e-05,1e-05
1e-05,289.3124607473352,-1363.67921333738,1e-05,-1299.934551836188,-100.02829718169392,1e-05,-1673.57315279444,1e-05,-813.6283602100498,307.8258760182799,-410.523700579454
1e-05,1e-05,1e-05,1e-05,1174.6161852935204,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
-712.4627810437589,1e-05,1e-05,1513.2654098948803,1e-05,1e-05,1833.7874136053767,1e-05,1e-05,-731.5818462833929,1e-05,1e-05
1339.5023163555009,-745.7684951281758,-767.5936557433051,1e-05,-1124.038569145795,-146.2881086386232,1e-05,1766.7815753285795,1e-05,413.8836400248009,1444.7619834918762,-1444.7849560130596
604.3738124313194,136.82972214136902,1e-05,-343.3813617353149,1e-05,1e-05,-1965.2171445819915,-359.6336992019058,1557.9017194053351,-8.392120350465326,1381.0897417694728,988.2711871774328
1685.7192577616167,-742.1100051788851,1006.9611774217582,-88.4015120734305,-593.3416696949197,700.4196464234313,1962.6958660967127,-1100.3241536875355,-1331.489035120179,-493.1579983480807,596.6239032777465,1762.7984612675011
1e-05,-624.0984638044557,1933.5061935043743,1742.8025950785022,1e-05,521.1333785843459,1303.9820467724446,1e-05,1e-05,1e-05,-849.4111064346579,-1939.5991562833797
1e-05,1e-05,1016.2991401995872,-871.173095209743,299.78217331765177,-1226.9485060410684,1497.5622602481474,1e-05,1545.300057081224,-1234.7024695881407,1920.6805344530692,-115.4327267749653
-1811.3871019501275,633.3747589049925,422.9868202888522,1e-05,1482.1107739167242,-1277.6747791046396,-57.522416215379565,989.565073426343,-668.2666175895871,1462.7838961059206,1301.9186415398094,1e-05
840.861760720856,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
1e-05,1e-05,139.86852519504112,-451.64616212655375,-1378.6350986053208,1e-05,221.52498648997772,1323.4624079558648,632.4168749437216,293.3421180324394,1e-05,-342.62970962883486
-301.4288788926889,1e-05,590.2016447263212,1875.390827679166,1e-05,439.3333424531813,1016.2132618558938,-935.274034134947,1e-05,343.1107352771221,-524.6789580524651,1e-05
1e-05,1e-05,-1376.7108590823348,1394.920331407103,410.6579071037153,1085.5085485058469,446.1115793405499,-1145.5979078249334,-1104.292461672618,959.9613875705936,1e-05,-1028.3693609483985
-726.3479382010885,993.473847246284,-536.3889818220974,481.7056570663034,1e-05,1e-05,361.6238660497091,-102.28693384658392,295.7970141404762,-1290.7285959581704,188.137131871744,340.5019410775645
-1885.605887593548,1e-05,1e-05,1e-05,-997.6425211984168,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
1e-05,1e-05,1e-05,1e-05,-515.927705106114,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1929.2113189576369,1778.1756057916969,1e-05
1e-05,1e-05,138.3214146306111,1e-05,-48.861009330300575,-1345.950203040442,1425.2452245379432,745.9767814369868,-754.8695276177413,1e-05,-1895.2517240164343,-1122.230404489202
276.1681244580032,1351.523192145149,1393.7552313747724,1e-05,24.18676346955229,-624.5256762657863,-153.07468019690074,-224.03509917314457,1e-05,-1421.9619350633818,1e-05,-203.0276227762733
-1492.8340787436994,1188.4412138728185,98.54824590018784,-807.5031497327222,-125.937092109341,1743.7331044506168,-1880.755500924549,-759.154524593757,1242.397369809145,-1261.4740587434335,1832.1446360766424,-459.14313011490736
246.5686730000196,-1405.8966884151948,-1263.1464018103525,-354.45702161034285,-1430.2361645992798,1e-05,1490.4547409287638,-1107.610429551206,-1482.3682489187352,1e-05,-25.37832667097684,377.0063785617417
-117.79322822085226,1e-05,1e-05,962.1683376993934,1e-05,1e-05,1165.3214921140038,1e-05,1e-05,1e-05,1e-05,1e-05
-911.9912818613134,30.76921593246817,-1697.0338300572555,-1615.655070646194,-484.3111907232873,1e-05,1841.05273813153,1e-05,1e-05,1e-05,1e-05,1e-05
1957.0869003319071,70.00900156905266,-1310.675708876557,1e-05,1e-05,1e-05,-1857.4097529599007,1e-05,1e-05,1e-05,1e-05,-1925.874286308485
1e-05,170.90444132671135,1e-05,1356.7731250135607,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
-172.66198890109496,1e-05,985.461881631768,1236.515401181543,1e-05,1e-05,-468.5885762342052,-1123.0745651892478,445.3831222033333,1e-05,913.9977094531196,1956.5572813100043
1e-05,-1056.6412267394717,1e-05,1e-05,1e-05,1982.214612199463,1e-05,1e-05,1e-05,1e-05,1e-05,-1592.979460513268
-1967.0789463617016,-1139.9664772063222,72.21915911012377,1481.203769755696,-709.7286914776753,920.7090526101532,-156.18323173343506,-205.109435996079,-207.4072765479018,923.14527958548,882.6427043284629,-451.21420043152136
1e-05,1e-05,681.1558742409152,871.9844814011966,1458.4995656135904,1e-05,1468.211699495813,-1804.3560960840512,1e-05,1e-05,1e-05,296.7050163458653
1e-05,1e-05,1e-05,-1174.3273877332788,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
1427.3420526212717,998.4145172723912,1e-05,1e-05,175.42363209337265,1e-05,-1891.8796406115016,1e-05,-913.7483392362732,932.1870170624773,1e-05,1e-05
1933.4294410326488,196.81214750473285,-1133.0001883385855,1e-05,1e-05,1e-05,1e-05,1e-05,1326.514515437823,1e-05,1225.758189108713,1254.0880532172469
1e-05,1e-05,1e-05,1e-05,1e-05,437.4434372497302,1e-05,1e-05,1e-05,1e-05,-587.1958927286918,1e-05
1e-05,1e-05,1e-05,1065.0585659219578,-1303.8312540640318,1e-05,-1726.8838187899123,1e-05,-1033.4170552663284,-1726.3138790138837,1440.6178668666244,-1268.983791277026
1e-05,-418.9555521927049,1e-05,145.9514625745113,1e-05,935.4084912815956,1e-05,1e-05,1e-05,1686.6615019476817,-1921.3177695002,768.861484381643
1e-05,-1742.547129292221,-1536.43115923477,1e-05,1e-05,1e-05,-1055.307566770288,1e-05,1e-05,1405.9538912958312,1e-05,1e-05
1e-05,1890.9260248775884,1e-05,1832.7630602959412,-249.289590251224,1e-05,1e-05,1790.6957089120904,1e-05,1e-05,1e-05,1e-05
366.89993738048,-1399.4732224328598,-896.6277009420555,1505.1610220560674,-1561.8626093205864,1e-05,1209.289767202616,1e-05,-237.1603701977496,1e-05,-1005.0071283792428,-1524.2841390949989
1e-05,1e-05,1687.60667771086,1e-05,1e-05,1965.0851679710847,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
1e-05,1e-05,1e-05,1e-05,-1517.3332415307443,1e-05,1e-05,1e-05,-1957.618119516268,1e-05,1e-05,1184.7101648286452
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1475.1463277460389
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-1955.4230599856312,-195.32666572822112,1e-05,-316.8581921317841,1e-05,1e-05
-186.6418704000852,-862.4041540299708,240.39074754461964,1e-05,219.48817255890373,-1971.8765496334725,209.6242457762103,1309.8837279297722,1e-05,484.1737625195566,-1508.2195270159398,60.350235332996775
656.8059366956933,1877.1200926545548,1e-05,-443.8198600452616,1e-05,-1155.9729381471295,1e-05,-1855.701417393676,1e-05,1e-05,1e-05,1185.0356654688633
-1618.221766804615,1e-05,-552.5079581140409,1e-05,1e-05,1091.4494276214662,1e-05,1e-05,653.2417974430906,1e-05,1869.1188591063076,-1665.4392262042857
1e-05,-1375.879088441255,-1241.8842709483258,1e-05,-1865.1085000720493,880.5577507649192,1389.1400021606532,1e-05,1257.173753466919,1e-05,-1161.603071136045,-1580.747152314742
1578.433175430982,-1110.7195610573915,-1594.0575367845368,-341.6804857565805,1e-05,1e-05,-1093.2501036528804,1e-05,1e-05,-361.7862371907514,1e-05,1e-05
1e-05,1e-05,1e-05,-669.1479141492796,1e-05,-42.16065881285091,1e-05,1e-05,1e-05,1e-05,336.6765207091409,827.3913713570687
-1203.1958495920358,1565.5096459065358,-458.0399226913765,1e-05,224.8043369349384,1004.7063073218136,-1334.8276142465206,-671.8476258216662,-1905.1664195002293,1880.9110059288716,1453.4118726130685,1e-05
1e-05,1e-05,160.19640931464662,1e-05,-1960.687364301,-739.8366680114821,1e-05,1440.5407362977571,1575.191889107217,1e-05,768.7741748789123,-1806.099368349672
249.7711305035053,933.909740327695,-759.9492628323405,-1890.3788511105877,-1803.555483634646,1e-05,-623.4312719730748,1562.5580879968272,-992.823816319936,-1893.0043622718604,400.3091498273537,1.662258031803976
1e-05,1e-05,-1394.157674581141,1e-05,1e-05,1e-05,1e-05,1e-05,-1422.195714477715,1e-05,-1289.3904823111857,1884.9745841290671
-1471.0977019439192,-711.8556383195079,1e-05,1773.9622180742597,1e-05,-732.4717280375074,346.9112925196844,1e-05,1e-05,982.4495084224868,1e-05,-422.3231498182356
1109.0156923320258,1547.4185497116614,-894.879242734488,-1016.6993721764212,-1681.6738690764344,1e-05,1314.9306978050622,1514.752956603245,1e-05,140.67349487151094,-1042.4815972950898,-1306.1070385809091
-1662.0512647393705,-146.37036665014725,-838.6284715011345,633.1815081583052,-1032.1665338302469,1e-05,-971.3641864824698,1356.626119082711,585.4310812670262,1187.8349732857364,1e-05,490.7590213965372
1e-05,1e-05,1595.817606331492,1111.6427358011376,1e-05,-1454.892419140769,1e-05,1745.0813833985333,-1351.530658136694,378.665846522638,1e-05,1e-05
-847.8890852585414,1056.130746581117,1971.5815179964231,-1242.4637641847137,1e-05,-433.9704193566996,1e-05,1e-05,1e-05,601.8551985869162,1e-05,1e-05
-609.7701325798921,-1167.2038334551237,1e-05,1e-05,-936.9198951899662,1e-05,284.77876776560106,1962.581568950984,1e-05,1e-05,862.2481013627591,-456.7440313098885
707.5546496405213,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1213.035906989516,1e-05,-205.46120780838615,1e-05,1e-05
1e-05,993.1293926460576,-356.9779444242007,-521.0927919242719,1e-05,1508.880091489364,263.2446763127665,1e-05,1e-05,1e-05,1e-05,1e-05
1e-05,1e-05,1e-05,1e-05,1e-05,1090.1418983840665,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
471.5714986261954,1942.7159673069627,709.654940465993,-400.375256298164,-97.5572028484004,-1012.2213271924528,404.0349297173816,1e-05,1661.6745017822525,1220.5344376463684,264.6123322817093,-1882.559691091002
969.2894884858164,-104.934913526193,1760.4465386754157,-407.7578198592096,503.1015253728892,1e-05,-489.6300629541548,1707.5125938178326,1e-05,796.9721366711502,1175.8202994867406,1e-05
283.7928265040421,1e-05,1e-05,-749.5570426704279,1e-05,1e-05,1130.2272159371878,1e-05,1e-05,1e-05,1e-05,-1243.8441515870884
-1875.4929655939363,982.5537789628472,1655.429786354175,1820.8851410640832,1e-05,1e-05,-1272.349763280133,314.6770311047962,1e-05,-238.3973311765848,1039.191574992155,778.5235729530933
1e-05,865.5209675521562,-131.90687518284162,1e-05,1e-05,1e-05,-1542.1864022047469,1e-05,1e-05,-596.7414009758074,1e-05,-1116.894542604558
1e-05,1e-05,1e-05,1e-05,-1392.034446846154,1e-05,1e-05,1e-05,931.6776733745776,1e-05,1145.7454180916798,509.6534720759048
1e-05,-1636.358520008146,-516.0312795949555,1737.919683054157,1e-05,-544.7341546552029,-848.2430220264612,1578.7232292464716,1045.3520027916463,808.6990702803237,-445.7233491214661,-1917.39184163748
1e-05,130.9911057952653,1e-05,1e-05,-499.46889942821394,1359.8724590794177,-678.9315648595768,1e-05,1e-05,427.6836121723129,884.6490479114295,11.696509465502825
-1384.6076714978071,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1663.0339416738136,1e-05,1e-05,1e-05,1e-05
-745.734959757661,1e-05,150.51035670570334,-1970.288238882846,-1341.6161432393098,-1187.2104678735868,1926.389478992614,926.729678034278,-1539.935713099496,462.1352409992205,1951.8114838942683,1e-05
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1636.1070186516824,1e-05,1e-05,1468.8109511906298,1e-05,1e-05
1e-05,1e-05,1e-05,-816.0297662075915,-949.4994365866552,1e-05,281.5181863595395,-1854.9834429360697,-1256.9173185088923,-1887.7574460576063,-684.9521279500559,-1189.221550348157
1e-05,-636.3266686710696,-1145.8257639654516,393.1356582437751,1e-05,1e-05,570.2647806899046,-1332.937286630487,-936.0318283144844,615.9663202221082,1261.5723981014294,130.45638592960174
-1824.134717378224,805.2810763528674,1e-05,1e-05,-871.8923112232106,977.82134862855,-1477.0919270016263,1146.5120622140278,-1348.7293148347137,1490.6489089838249,1e-05,1e-05
-1841.0041974904127,327.13782225523414,-1316.1631674152732,-818.2612378658538,1221.8410043158522,-1323.452864424155,113.15931785441612,1390.1396414957308,1866.6356988823136,1609.0135128227355,141.50678724504394,1817.570482283612
-1487.001261680085,1e-05,1e-05,-1071.8709834677322,-1160.1610239331096,1e-05,191.60005092710145,-346.2053474408928,275.6682014289131,488.0423097953228,-753.8515447702605,899.2033410486018
1e-05,596.8177025615664,717.8823682775679,-1280.6735232507522,515.1550296055683,49.013092466761776,1e-05,490.107174752457,-534.5291469460194,365.6993972347102,-791.6605483387281,208.7343640704904
1e-05,-1207.2875236744856,1e-05,1e-05,1e-05,-498.1152622749145,-986.6667895288388,-1659.631636346532,701.4763623482154,1e-05,-363.7631596268114,1206.9230913516749
1e-05,1e-05,-1710.3240545148406,519.3327160721992,-314.64604110578523,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-465.6074776174974
-1798.2101289399618,1e-05,-455.8303611337453,1e-05,-1373.252749318562,1e-05,-547.6750720597967,1e-05,1e-05,-1658.7915246731925,1079.9623187040718,-1188.2919920900204
-1680.3824700025928,667.9525005518224,1e-05,1480.4649922548756,-247.61696659667945,447.4248727512422,143.5308102646129,-261.2565614213613,-892.281016967642,-199.6523892404234,1431.7539574530329,1282.2581625483656
1509.7998833813283,1674.6988788402475,1570.2666577781774,-1315.4606710526723,-1525.5821278141725,1169.0377345627137,1e-05,-746.6809847466008,1e-05,-1943.4042450440013,1252.6579472922124,-1331.3230204598372
1021.4136538932838,-224.80590598513928,1e-05,1e-05,1e-05,124.9883012832389,1e-05,1098.417841287358,-210.82856930261465,-1129.0676256059396,1019.8059449395748,-1332.3810250163178
1e-05,-1576.604070393172,-1398.1075077499154,1e-05,1532.789940781447,-1969.9784242327444,1061.838123298375,-1618.3722041667702,1127.8468195525595,-935.6516990343248,1e-05,1e-05
-138.8233158995247,819.0722250210518,1e-05,256.369045943039,719.213564338796,1193.2342284135204,-179.31325238828543,-110.79284942244038,1e-05,-774.297259372994,117.17906580022807,-1684.6708372620046
1343.8555651810038,-1756.4468755343162,1e-05,1558.5743347583652,1e-05,-626.1234333610614,1e-05,1e-05,-1653.0459120623232,1e-05,-50.25463591939739,-108.90844446665682
1728.6465669530226,1e-05,1e-05,626.9028081937163,859.4954586201276,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-1774.0844679813297
-1596.0874271772982,1e-05,1683.6885989777572,-1525.6298112972631,1e-05,1e-05,1e-05,328.7921611926601,1e-05,1e-05,-1376.5706620403714,1e-05
38.02087703022971,982.6544013942136,-993.1173309115228,-213.08516279901025,-772.0193635229804,461.5492896520501,494.17365450183047,500.8637181182904,897.6904036727249,484.76328161099326,-399.9627789529545,1098.1481363284158
1340.925247345073,1e-05,1229.6603639522407,902.2048333718984,678.9982535699428,1635.5322370952772,-1679.1602880363134,-684.0970868957883,1825.1444516709971,-1751.8159270312813,-907.1354844418696,1700.96911530479
547.0636403262858,808.1311052575355,308.3680098666819,-559.4631928971787,1610.7180904551778,1783.7588661116156,-89.6485032621075,902.8295057646473,-1529.670532964252,1978.3822117967584,1474.2003046032385,-789.5041963511171
1e-05,1e-05,-1197.182575308614,-567.6618864400477,-1897.1233493774728,1e-05,-1303.1411526742688,1e-05,1e-05,1e-05,1e-05,1196.506739965325
109.32072457446829,-668.8981252942234,-1315.6530607182174,1e-05,-1383.842819936055,1237.7730969196864,-1624.6956304653158,978.0031500142968,1459.6171754181375,-1691.188257828073,1873.0512908025732,1490.121710695261
-1550.298296563877,1801.82346671302,-934.94904151341,-1747.5658119631996,254.7818133516926,1087.4895053962964,1e-05,451.05845040813097,49.86413936564027,1118.7481858312874,-944.5233497898538,-710.3244246027707
1045.2840361026529,1e-05,1243.7085034907734,1e-05,1e-05,723.9978254517383,395.1845756535648,1393.5906724300148,248.3400798324218,-1310.0972062700637,1e-05,-1853.6876321847155
-134.3165767965475,1e-05,1e-05,1510.4505726525645,1e-05,1e-05,1e-05,1189.8632907242234,1e-05,62.95960499601216,-113.61048625607052,1e-05
1899.182596117722,1173.1940898190926,1e-05,-1761.6084520183367,1e-05,1e-05,1e-05,-1926.8799463179464,1e-05,1e-05,902.5715810284352,1e-05
1e-05,1e-05,1e-05,-914.2768052578464,1e-05,1e-05,1e-05,1e-05,400.22055084488886,1e-05,1e-05,1e-05
-448.1841511041922,229.44493650334817,-1551.9832664851729,-1288.5160472660816,1950.458595052589,1377.386892028538,-1806.438087890016,1582.2518459252835,1683.6593735031493,274.76119675203137,-1053.7245963786595,1557.685581878119
1e-05,-233.0604360401836,1e-05,-84.7163637234467,1e-05,1e-05,1e-05,-720.614196727389,1577.086098175769,549.5097552236441,1e-05,516.6094721910492
-1150.7162463453008,469.6044028119912,1734.1283236850256,-775.0182556737645,46.133161454941614,1391.141605493638,699.6014724864588,136.32805538688507,903.764177391902,-1744.118820653723,-492.5193934580965,1073.7871740296448
1e-05,1e-05,1e-05,1e-05,1319.5874254242824,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
-249.51504776519684,126.69001056004616,1555.9247490944017,-503.666516167077,-1992.0235440475867,108.84964456572676,-1337.7828919667843,515.3363189897062,-241.1816528567581,-492.951893648554,551.1200750900955,-1663.3633739390482
84.4794481338611,161.13583703903657,-1170.252596735224,307.428928822695,-1820.7218822109496,1e-05,-1149.15112310818,-772.7523638448264,1496.7198555480836,1e-05,1e-05,1902.8705079103615
1e-05,4.245960404996918,1e-05,1238.7966312962542,1e-05,755.6223791025034,-1255.6358621350316,-199.1068787708472,891.5864384578902,-1050.2506085960888,1e-05,1e-05
777.9362917802439,1e-05,1e-05,1e-05,1e-05,1e-05,1652.7549871467309,-1078.2633910195716,-1775.4410574473627,1e-05,-960.070433491532,1e-05
1e-05,1e-05,-1585.5192334979308,1320.6464614882082,1335.8523093933763,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1942.1093948126995
1e-05,-1102.3820477845247,412.7490083725394,1e-05,-288.1809512395801,-1890.82807184514,1e-05,1e-05,1e-05,-755.618946612898,443.0226907168411,1e-05
1445.589249540674,1e-05,1027.27990973594,-547.9903603392157,-82.65318694513324,484.2797512552828,558.8921759077175,1388.832612619385,-1205.0207181901983,1698.5340295435062,1e-05,1e-05
663.2877469603611,518.8509403411427,1e-05,-95.0719040482788,1e-05,1e-05,-883.3840330330984,1e-05,1e-05,1e-05,1e-05,1e-05
1e-05,1e-05,1e-05,1029.3913600392646,-1448.5831481240937,-621.9745883000925,1482.692038275164,1e-05,-1557.4669311535629,-901.798251770034,-216.3914977681536,-1950.5729226364256
-1288.0872612437813,1e-05,355.6651492173386,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
194.3021859657788,1e-05,1208.8963395528704,-1060.6268712046542,1021.791075394796,-1626.4501808447717,-1860.0516992363496,1e-05,1504.159990298112,870.6441229913122,-1882.5496612129464,832.5498535221802
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1217.883742878215,1363.640932590508,1e-05
-311.5257463956365,-1570.3364331616,1841.4143648371105,-1218.927119470586,1e-05,1e-05,1e-05,-1323.4998367156336,639.1179008744379,1736.375541270299,-1133.4073779052228,-1731.6856903053415
-1889.287675653525,-699.3871245716558,1e-05,1e-05,1e-05,1e-05,1091.2346801400972,803.968825436721,1e-05,-50.04981647163875,1124.1033980247782,1480.142108887942
1612.9785161442408,-898.7808063107865,-741.4651171169777,1e-05,1e-05,1e-05,1566.1279569420806,1300.2424310959132,-10.445314534636818,-241.8634832001696,701.7267942497635,359.6141871494076
-769.7727898527855,-1037.31561177656,1e-05,-1853.7677732614789,1e-05,-1233.4439769080464,-701.3190892322458,1e-05,1e-05,224.1151951025131,1e-05,319.66140771562743
-583.5614689355264,-1071.3700769076536,1e-05,1e-05,331.1177244719081,-671.3893927314479,-424.2075930618272,1e-05,1e-05,1869.8686512713407,-578.5511752078705,-839.638297752745
517.2004699380466,415.7777635946771,552.4718211045458,550.0954048775731,-723.8702607864251,1587.261432215627,-1186.8970362893588,480.1022791062586,1997.0027800382636,-1500.9760909104436,-1643.376161352266,1654.992988045227
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1042.8752561335134,1e-05,1485.063369571345,677.186877827042,1142.0328730385786,1e-05
-1635.3868037055177,1e-05,1e-05,1e-05,564.7266194074479,1e-05,-1767.054862973989,1e-05,1e-05,1e-05,1e-05,1e-05
-1433.4973193592507,-1995.6814364199784,1e-05,-1854.2587188297491,-91.8847711055446,-1713.4061710199587,1959.749624798476,-878.6702342151193,1e-05,472.1133513820965,-1899.0502718727237,349.63029864380337
1e-05,1e-05,1e-05,-539.0628242507609,1e-05,1e-05,1e-05,1e-05,-1534.553535583183,-677.3840938558754,1e-05,1e-05
1857.594180786857,569.0122382692025,1e-05,1e-05,1e-05,-1520.1824117094743,1e-05,1e-05,-943.2073875755402,1e-05,1963.6919517884453,1e-05
1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,363.0374189587968,1e-05,1e-05,1283.683719685365,1e-05,1e-05
443.9762087976584,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,-928.2812666591848,1e-05
1e-05,1279.4606552637235,752.7649187624905,1729.394244555965,-1427.854244023639,1556.946915290525,1e-05,-1339.2343606562115,1005.2645349747733,764.2915447963823,1e-05,75.51647879520873
-1896.72328238128,-1.6700192322733898,879.8032855728328,291.8857909997783,1e-05,718.4395844822516,-1310.453103147077,-1932.9562426436792,1e-05,1e-05,1180.8144159306892,1e-05
-1632.1453020592353,-736.3779636401673,285.15806794415386,-924.9301201461324,-549.6069392205425,-1514.248645857656,-399.5926948993098,715.1562307719548,749.5924426472537,664.17705131476,-91.76733936052229,36.51951766236961
1e-05,298.45995987596655,142.64327503106688,1994.809757818988,1995.955773198096,1e-05,533.6060450021041,1e-05,1e-05,55.68097122169036,-689.3102025272833,93.8349637886966
-1872.6578062394915,1e-05,1231.5041835861878,1093.412395163298,1e-05,-747.6674220538939,131.12109974184705,-393.70044791939176,644.1056183090818,1086.3773054511942,-1407.020011201233,-778.3236831152248
1e-05,-1417.5426612008866,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,56.3890488860217,1e-05,1e-05
